"nid","title","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao","field_ramo_de_atuacao"
2918,"NEUZA MARIA IZZO - ME","Audiovisual","Comunicação visual (banners, faixas, sinalização e placas de identificação)","Eletrodomésticos","Ferragens e ferramentas","Informática (acessórios e equipamentos)","Informática (softwares)","Informática (suprimentos)","Material de escritório e desenho (papelaria)","Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)","Material e equipamento de laboratório","Material elétrico","Material hidráulico","Material para construção","Material para pintura","Médico-hospitalar","Mobiliário","Obras e serviços na construção civil","Refrigeração","Segurança e proteção","Serviço de áudio e vídeo","Serviço de serralheria","Serviço gráfico (manutenção de máquinas e equipamentos)","Telecomunicações","Vidraçaria",,,,,,,,,,,,,,,,,,,,
2919,"VILLATRADE COM. IMP. E EXP. LTDA","Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,"TRADINTER LOGISTICA DE EVENTOS LTDA","Tradução de textos","Tradução simultânea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,"MS Tecnopon Equipamentos Especiais Ltda","Material e equipamento de laboratório",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,"Múltipla Suprimentos para Escritório Ltda","Copa e cozinha","Encadernação de livros/revistas","Informática (suprimentos)","Limpeza e higiene","Material de escritório e desenho (papelaria)","Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)","Material para eventos (sacola, caneta, chaveiro e outros)","Papéis e cartões",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,"OMEGA BRASIL SOLUCOES EM INFORMATICA IMPORTACAO EXPORTACAO E REPRESENTACAO LTDA","Informática (acessórios e equipamentos)","Informática (softwares)","Informática (suprimentos)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,"S.Master Comercio de Produtos Promocionais Ltda - ME","Material para eventos (sacola, caneta, chaveiro e outros)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,"Raybym Serviços de Instalações e Manutenção Predial LTDA","Material elétrico","Material para pintura","Obras e serviços na construção civil","Refrigeração","Segurança e proteção","Telecomunicações",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,"Uno Comércio de Materiais Elétricos Ltda.","Ferragens e ferramentas","Material elétrico","Material hidráulico","Material para construção","Material para pintura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,"João Moro Serviços Automotivos Ltda.","Veículos (peças e acessórios)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,"Atual Comercial Elétrica Ltda.","Ferragens e ferramentas","Material elétrico","Material hidráulico","Material para construção","Obras e serviços na construção civil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,"GAMA COMERCIO DE ARTEFATOS DE METAIS LTDA","Limpeza e higiene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,"R.M.S COMERCIO DE PRODUTOS ELETRONICOS LTDA","Audiovisual","Eletrodomésticos","Informática (acessórios e equipamentos)","Informática (softwares)","Refrigeração","Telecomunicações",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,"IBF Indústria Brasileira de Filmes SA","Material e equipamento gráfico","Produtos químicos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,"Bolivar Comercial de EmbalagensDescartaveis e Prestação de Serviços de Limpeza e Higienização Ltda","Copa e cozinha","Limpeza e higiene","Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)","Papéis e cartões","Produtos químicos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,"TRYPLINE INDUSTRIA DE CONDUTORES ELETRICOS LTDA","Material elétrico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,"INTER SHOPPING COMÉRCIO DE MÓVEIS LTDA - ME","Eletrodomésticos","Mobiliário",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640,"WILSON R. ALMEIDA PERSIANAS - ME","Tapeçaria e decoração",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,"COMÉRCIO E LOCAÇÕES DE EQUIPAMENTOS GREENSOUND LTDA.","Audiovisual","Tradução simultânea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,"UNICONSULT CONSULTORIA E TRADUÇÕES. S/S LTDA","Tradução de textos","Tradução simultânea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,"MGM-TS Locação de Equipamentos de Áudio Ltda - ME.","Tradução simultânea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,"Alessandro de Barros ME","Tradução simultânea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,"WEV INDÚSTRIA, COMÉRCIO E LOCAÇÃO LTDA","Serviço de áudio e vídeo","Tradução simultânea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3427,"VIA LUMENS AUDIO VIDEO E INFORMATICA LTDA","Audiovisual","Copa e cozinha","Eletrodomésticos","Refrigeração","Telecomunicações",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,"Force One Comercio e Locação de Equiptos. Ltda Me","Audiovisual","Informática (acessórios e equipamentos)","Serviço de áudio e vídeo","Tradução de textos","Tradução simultânea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,"Ecogreen Comercio Var. de Coleores LTDA","Limpeza e higiene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,"CRW SUPRIMENTOS DE INFORMÁTICA LTDA","Informática (suprimentos)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,"GABRIELA ALBERTO MARTINS ME","Copa e cozinha","Limpeza e higiene","Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,"GRÁFICA CAVALIERI-SP LTDA ME","Impressão gráfica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,"IHD de Almeida EPP","Mobiliário",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,"Arquicad, Arq. e Serviços Técnicos Ltda.","Tradução de textos","Tradução simultânea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,"SMS TECNOLOGIA ELETRÔNICA LTDA","Informática (acessórios e equipamentos)","Material e equipamento de laboratório","Material elétrico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,"ADS PAISAGISMO LTDA ME","Plantas, mudas e insumos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,"OitoPontoCom Comunicação Ltda.","Audiovisual","Digitalização de textos","Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) ","Serviço de áudio e vídeo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428,"TECNO-AR SERVIÇOS DE REFRIGERAÇÃO LTDA","Material elétrico","Refrigeração",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,"LUX MAIOR COMERCIAL LTDA EPP","Material elétrico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,"FAST TRACK EVENTOS DE TRADUÇÃO SIMULTÂNEA S/S LTDA","Tradução simultânea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,"Mend Comercio e Serviços Eletronicos LTDA- EPP","Telecomunicações",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,"IPCOM COMERCIAL LTDA - ME","Material elétrico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,"TEBEL SUPRIMENTOS DE ESCRITÓRIO E INFORMÁTICA LTDA","Copa e cozinha","Informática (acessórios e equipamentos)","Informática (suprimentos)","Limpeza e higiene","Livros","Material de escritório e desenho (papelaria)","Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)","Papéis e cartões",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,"BOLLATEL COMERCIO E SERVIÇOS LTDA","Telecomunicações",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,"HILSON GRANJA DA SILVA -UNIFORMES -ME","Uniformes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,"IGM materiais eletricos ltda","Ferragens e ferramentas","Informática (acessórios e equipamentos)","Material elétrico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,"VEC ENGENHARIA E GESTÃO LTDA","Obras e serviços na construção civil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,"SENAL CONSTRUÇÕES E COMÉRCIO LTDA","Obras e serviços na construção civil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,"Roberto Silvani de Pinho 29589632840","Copa e cozinha","Eletrodomésticos","Gêneros alimentícios","Refrigeração",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,"GTP - Grupo Técnico de Projetos S/S Ltda","Obras e serviços na construção civil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,"INOVATH EXPRESS LTDA","Transportes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,"Office Arquitetura e Planejamento Ltda","Obras e serviços na construção civil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,"Support Produtos Nutricionais Ltda.","Gêneros alimentícios","Médico-hospitalar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,"luiz fernando baptistão arena me","Mobiliário",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,"D'FATTO INDUSTRIA E COMERCIO DE DIVISÓRIAS LTDA","Mobiliário","Obras e serviços na construção civil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,"FORTLINE INDÚSTRIA E COMÉRCIO DE MÓVEIS LTDA","Mobiliário",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,"ARES LINE LATINOAMERICA S/A","Mobiliário",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,"Anderson Lopes da Silva ME","Refrigeração",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,"GALDINO COMERCIAL LTDA-ME","Combustíveis, gases e lubrificantes","Copa e cozinha","Eletrodomésticos","Encadernação de livros/revistas","Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)","Ferragens e ferramentas","Gêneros alimentícios","Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) ","Informática (acessórios e equipamentos)","Informática (softwares)","Informática (suprimentos)","Jornais e revistas","Limpeza e higiene","Livros","Madeiras","Materiais e equipamentos para movimentação de carga","Material de escritório e desenho (papelaria)","Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)","Material e equipamento de laboratório","Material e equipamento gráfico","Material elétrico","Material hidráulico","Material para construção","Material para eventos (sacola, caneta, chaveiro e outros)","Material para pintura","Médico-hospitalar","Mobiliário","Papéis e cartões","Plantas, mudas e insumos","Produtos químicos","Refrigeração","Tapeçaria e decoração","Telecomunicações","Uniformes","Veículos (peças e acessórios)","Vidraçaria",,,,,,,,
2989,"Fixopar Com. de Parafusos e Ferramentas Ltda","Ferragens e ferramentas","Materiais e equipamentos para movimentação de carga","Material para construção",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,"Catia Regina de Oliveira Albuquerque","Organização de eventos e buffet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,"Christina Rostworowski da Costa - ME","Tradução de textos","Tradução simultânea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,"TAPAYUNA COMÉRCIO DE MADEIRAS LTDA","Madeiras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,"LINEN CONFECCOES LTDA","Uniformes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,"Viação Camilo Ltda - ME","Transportes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,"Bureau Idiomas Ltda","Comunicação visual (banners, faixas, sinalização e placas de identificação)","Cursos e treinamentos","Impressão gráfica","Telecomunicações","Tradução de textos","Tradução simultânea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,"FELTROS BANDEIRA IND. E COM. LTDA","Tapeçaria e decoração",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,"Norio Aparecido Fujie 13008606857","Refrigeração",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,"COMÉRCIO DE EQUIP. P/ ESCRITÓRIO LTDA","Encadernação de livros/revistas","Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,"VITORIA VENTILADORES LTDA ME","Eletrodomésticos","Elevadores","Ferragens e ferramentas","Informática (acessórios e equipamentos)","Material hidráulico","Refrigeração",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,"TEBEL PRODUTOS DESCARTÁVEIS E LIMPEZA LTDA-ME","Copa e cozinha","Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)","Gêneros alimentícios","Informática (acessórios e equipamentos)","Informática (suprimentos)","Limpeza e higiene","Livros","Material de escritório e desenho (papelaria)","Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)","Papéis e cartões",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,"BELL PORT IMPORTAÇÃO E COMERCIO DE INFORMARTICA LTDA","Informática (acessórios e equipamentos)","Informática (softwares)","Informática (suprimentos)","Material de escritório e desenho (papelaria)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,"NOVO CONCEITO MOVEIS  COMERCIO E REPRESENTAÇÃO LTDA- ME","Mobiliário",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,"SOMMER COMERCIAL E INFORMATICA LTDA","Informática (acessórios e equipamentos)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,"Sulcel Confecções e Comércio de Brindes Ltda","Comunicação visual (banners, faixas, sinalização e placas de identificação)","Impressão gráfica","Material de escritório e desenho (papelaria)","Material para eventos (sacola, caneta, chaveiro e outros)","Organização de eventos e buffet","Uniformes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,"Select Comercial Ltda ME","Informática (acessórios e equipamentos)","Informática (softwares)","Informática (suprimentos)","Material elétrico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,"Martec - Produtos e Tecnologia em limpeza Ltda - EPP","Copa e cozinha","Cursos e treinamentos","Limpeza e higiene","Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)","Material para eventos (sacola, caneta, chaveiro e outros)","Produtos químicos","Segurança e proteção - EPI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,"FERMAZI COMERCIAL DE FERRAGENS LTDA","Ferragens e ferramentas","Material elétrico","Material hidráulico","Material para construção","Material para pintura","Segurança e proteção - EPI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,"NOVO CONCEITO MOVEIS COMERCIO E REPRESENTAÇÃO LTDA - EPP","Mobiliário",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,"EQUIPA MAQUINAS E UTENSILIOS PARA ESCRITORIOS LTDA","Informática (acessórios e equipamentos)","Informática (suprimentos)","Mobiliário",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,"José Saes Junior ME","Obras e serviços na construção civil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,"AD DE OLIVEIRA INSTALAÇÕES - ME","Obras e serviços na construção civil","Telecomunicações",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,"IHD de Almeida EPP","Mobiliário",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,"Casa Vânia Comercio de Vidros Planos Ltda - EPP","Vidraçaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,"XBRINDES COMÉRCIO DE IMPORTAÇÃO E EXPORTAÇÃO LTDA","Carimbos","Chaveiro","Comunicação visual (banners, faixas, sinalização e placas de identificação)","Encadernação de livros/revistas","Impressão gráfica","Material para eventos (sacola, caneta, chaveiro e outros)","Papéis e cartões",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,"MARCELI PEREIRA SEGUNDO NE","Copa e cozinha","Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) ","Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,"BRASLAB MOBILIÁRIOS E EQUIPAMENTOSP/ LABORATÓRIOS LTDA - EPP","Material e equipamento de laboratório",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,"CIDADE JARDIM DESIGNER LTDA.","Mobiliário",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,"AA SERVIÇOS DE INFORMAÇÃO E APOIO ADMINISTRATIVO","Digitalização de textos","Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) ","Informática (softwares)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,"CRISTIANO ALVES CORREA","Audiovisual","Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) ","Organização de eventos e buffet","Serviço de áudio e vídeo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,"SALES EQUIPAMENTOS DE PRODUTOS DE HIGIENE PROFISSIONAL LTDA","Copa e cozinha","Limpeza e higiene","Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)","Produtos químicos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,"Future Solutions Ltda.","Eletrodomésticos","Ferragens e ferramentas","Informática (acessórios e equipamentos)","Informática (softwares)","Informática (suprimentos)","Limpeza e higiene","Material de escritório e desenho (papelaria)","Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)","Material elétrico","Material hidráulico","Material para construção","Material para pintura","Papéis e cartões","Refrigeração","Segurança e proteção - EPI","Telecomunicações",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,"Valmir Rodrigues Materiais de Escritório-me","Audiovisual","Eletrodomésticos","Ferragens e ferramentas","Materiais e equipamentos para movimentação de carga","Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)","Material elétrico","Material para pintura","Mobiliário","Refrigeração","Uniformes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3983,"João Felipe F. Pinheiro","Informática (suprimentos)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3187,"IT LINE COMERCIO E SERVICOS DE INFORMATICA LTDA","Informática (acessórios e equipamentos)","Informática (softwares)","Informática (suprimentos)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3188,"Mad Mais Comercial de Madeiras Ltda","Ferragens e ferramentas","Madeiras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,"jefferson l rodrigues magazine epp","Copa e cozinha","Eletrodomésticos","Informática (acessórios e equipamentos)","Informática (softwares)","Informática (suprimentos)","Madeiras","Material de escritório e desenho (papelaria)","Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)","Material elétrico","Material hidráulico","Material para construção","Material para eventos (sacola, caneta, chaveiro e outros)","Material para pintura","Mobiliário","Mobiliário (móveis de aço)","Obras e serviços na construção civil","Refrigeração","Telecomunicações","Uniformes","Veículos (peças e acessórios)",,,,,,,,,,,,,,,,,,,,,,,,
3218,"Codiform Divisórias, Forros e  Móveis  Ltda","Mobiliário","Serviço de marcenaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,"A F MOTA CARNEIRO ME","Ferragens e ferramentas","Madeiras","Material elétrico","Material hidráulico","Material para construção","Material para pintura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,"SALES EQUIPAMENTOS E PRODUTOS DE HIGIENE PROFISSIONAL LTDA","Copa e cozinha","Gêneros alimentícios","Material de escritório e desenho (papelaria)","Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,"Jrr Ferragens e Ferramentas","Ferragens e ferramentas","Madeiras","Material elétrico","Material hidráulico","Material para pintura","Segurança e proteção","Segurança e proteção - EPI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,"BB Suprimentos para Escritório e Informática Ltda ME","Mobiliário",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,"YPE SHOPPING DAS TINTAS LTDA.","Material para pintura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
